INTERVALSTARTTIME_GMT,INTERVALENDTIME_GMT,OPR_DT,OPR_HR,OPR_INTERVAL,NODE_ID_XML,NODE_ID,NODE,MARKET_RUN_ID,LMP_TYPE,XML_DATA_ITEM,PNODE_RESMRID,GRP_TYPE,POS,MW,GROUP
2022-09-06T08:00:00-00:00,2022-09-06T09:00:00-00:00,2022-09-06,2,0,2C559EQ2_7_N001,2C559EQ2_7_N001,2C559EQ2_7_N001,DAM,MCC,LMP_CONG_PRC,2C559EQ2_7_N001,ALL,1,0.0,27
2022-09-06T08:00:00-00:00,2022-09-06T09:00:00-00:00,2022-09-06,2,0,2C559EQ2_7_N001,2C559EQ2_7_N001,2C559EQ2_7_N001,DAM,MCE,LMP_ENE_PRC,2C559EQ2_7_N001,ALL,1,127.0256,28
2022-09-06T08:00:00-00:00,2022-09-06T09:00:00-00:00,2022-09-06,2,0,2C559EQ2_7_N001,2C559EQ2_7_N001,2C559EQ2_7_N001,DAM,MCL,LMP_LOSS_PRC,2C559EQ2_7_N001,ALL,1,-2.65483,29
2022-09-06T08:00:00-00:00,2022-09-06T09:00:00-00:00,2022-09-06,2,0,2C559EQ2_7_N001,2C559EQ2_7_N001,2C559EQ2_7_N001,DAM,MGHG,LMP_GHG_PRC,2C559EQ2_7_N001,ALL,1,0.0,30
2022-09-06T09:00:00-00:00,2022-09-06T10:00:00-00:00,2022-09-06,3,0,2C559EQ2_7_N001,2C559EQ2_7_N001,2C559EQ2_7_N001,DAM,LMP,LMP_PRC,2C559EQ2_7_N001,ALL,1,124.82467,26
2022-09-06T09:00:00-00:00,2022-09-06T10:00:00-00:00,2022-09-06,3,0,2C559EQ2_7_N001,2C559EQ2_7_N001,2C559EQ2_7_N001,DAM,MCC,LMP_CONG_PRC,2C559EQ2_7_N001,ALL,1,0.0,27
2022-09-06T09:00:00-00:00,2022-09-06T10:00:00-00:00,2022-09-06,3,0,2C559EQ2_7_N001,2C559EQ2_7_N001,2C559EQ2_7_N001,DAM,MCE,LMP_ENE_PRC,2C559EQ2_7_N001,ALL,1,127.5413,28
2022-09-06T09:00:00-00:00,2022-09-06T10:00:00-00:00,2022-09-06,3,0,2C559EQ2_7_N001,2C559EQ2_7_N001,2C559EQ2_7_N001,DAM,MCL,LMP_LOSS_PRC,2C559EQ2_7_N001,ALL,1,-2.71663,29
2022-09-06T09:00:00-00:00,2022-09-06T10:00:00-00:00,2022-09-06,3,0,2C559EQ2_7_N001,2C559EQ2_7_N001,2C559EQ2_7_N001,DAM,MGHG,LMP_GHG_PRC,2C559EQ2_7_N001,ALL,1,0.0,30
2022-09-06T10:00:00-00:00,2022-09-06T11:00:00-00:00,2022-09-06,4,0,2C559EQ2_7_N001,2C559EQ2_7_N001,2C559EQ2_7_N001,DAM,LMP,LMP_PRC,2C559EQ2_7_N001,ALL,1,118.89658,26
2022-09-06T10:00:00-00:00,2022-09-06T11:00:00-00:00,2022-09-06,4,0,2C559EQ2_7_N001,2C559EQ2_7_N001,2C559EQ2_7_N001,DAM,MCC,LMP_CONG_PRC,2C559EQ2_7_N001,ALL,1,0.0,27
2022-09-06T10:00:00-00:00,2022-09-06T11:00:00-00:00,2022-09-06,4,0,2C559EQ2_7_N001,2C559EQ2_7_N001,2C559EQ2_7_N001,DAM,MCE,LMP_ENE_PRC,2C559EQ2_7_N001,ALL,1,121.60845,28
2022-09-06T10:00:00-00:00,2022-09-06T11:00:00-00:00,2022-09-06,4,0,2C559EQ2_7_N001,2C559EQ2_7_N001,2C559EQ2_7_N001,DAM,MCL,LMP_LOSS_PRC,2C559EQ2_7_N001,ALL,1,-2.71187,29
2022-09-06T10:00:00-00:00,2022-09-06T11:00:00-00:00,2022-09-06,4,0,2C559EQ2_7_N001,2C559EQ2_7_N001,2C559EQ2_7_N001,DAM,MGHG,LMP_GHG_PRC,2C559EQ2_7_N001,ALL,1,0.0,30
2022-09-06T11:00:00-00:00,2022-09-06T12:00:00-00:00,2022-09-06,5,0,2C559EQ2_7_N001,2C559EQ2_7_N001,2C559EQ2_7_N001,DAM,LMP,LMP_PRC,2C559EQ2_7_N001,ALL,1,119.30707,26
2022-09-06T11:00:00-00:00,2022-09-06T12:00:00-00:00,2022-09-06,5,0,2C559EQ2_7_N001,2C559EQ2_7_N001,2C559EQ2_7_N001,DAM,MCC,LMP_CONG_PRC,2C559EQ2_7_N001,ALL,1,0.0,27
2022-09-06T11:00:00-00:00,2022-09-06T12:00:00-00:00,2022-09-06,5,0,2C559EQ2_7_N001,2C559EQ2_7_N001,2C559EQ2_7_N001,DAM,MCE,LMP_ENE_PRC,2C559EQ2_7_N001,ALL,1,121.56823,28
2022-09-06T11:00:00-00:00,2022-09-06T12:00:00-00:00,2022-09-06,5,0,2C559EQ2_7_N001,2C559EQ2_7_N001,2C559EQ2_7_N001,DAM,MCL,LMP_LOSS_PRC,2C559EQ2_7_N001,ALL,1,-2.26117,29
2022-09-06T11:00:00-00:00,2022-09-06T12:00:00-00:00,2022-09-06,5,0,2C559EQ2_7_N001,2C559EQ2_7_N001,2C559EQ2_7_N001,DAM,MGHG,LMP_GHG_PRC,2C559EQ2_7_N001,ALL,1,0.0,30
2022-09-06T12:00:00-00:00,2022-09-06T13:00:00-00:00,2022-09-06,6,0,2C559EQ2_7_N001,2C559EQ2_7_N001,2C559EQ2_7_N001,DAM,LMP,LMP_PRC,2C559EQ2_7_N001,ALL,1,129.98,26
2022-09-06T12:00:00-00:00,2022-09-06T13:00:00-00:00,2022-09-06,6,0,2C559EQ2_7_N001,2C559EQ2_7_N001,2C559EQ2_7_N001,DAM,MCC,LMP_CONG_PRC,2C559EQ2_7_N001,ALL,1,0.0,27
2022-09-06T12:00:00-00:00,2022-09-06T13:00:00-00:00,2022-09-06,6,0,2C559EQ2_7_N001,2C559EQ2_7_N001,2C559EQ2_7_N001,DAM,MCE,LMP_ENE_PRC,2C559EQ2_7_N001,ALL,1,129.98,28
2022-09-06T12:00:00-00:00,2022-09-06T13:00:00-00:00,2022-09-06,6,0,2C559EQ2_7_N001,2C559EQ2_7_N001,2C559EQ2_7_N001,DAM,MCL,LMP_LOSS_PRC,2C559EQ2_7_N001,ALL,1,0.0,29
2022-09-06T12:00:00-00:00,2022-09-06T13:00:00-00:00,2022-09-06,6,0,2C559EQ2_7_N001,2C559EQ2_7_N001,2C559EQ2_7_N001,DAM,MGHG,LMP_GHG_PRC,2C559EQ2_7_N001,ALL,1,0.0,30
2022-09-06T13:00:00-00:00,2022-09-06T14:00:00-00:00,2022-09-06,7,0,2C559EQ2_7_N001,2C559EQ2_7_N001,2C559EQ2_7_N001,DAM,LMP,LMP_PRC,2C559EQ2_7_N001,ALL,1,136.46762,26
2022-09-06T13:00:00-00:00,2022-09-06T14:00:00-00:00,2022-09-06,7,0,2C559EQ2_7_N001,2C559EQ2_7_N001,2C559EQ2_7_N001,DAM,MCC,LMP_CONG_PRC,2C559EQ2_7_N001,ALL,1,0.0,27
2022-09-06T13:00:00-00:00,2022-09-06T14:00:00-00:00,2022-09-06,7,0,2C559EQ2_7_N001,2C559EQ2_7_N001,2C559EQ2_7_N001,DAM,MCE,LMP_ENE_PRC,2C559EQ2_7_N001,ALL,1,139.82338,28
2022-09-06T13:00:00-00:00,2022-09-06T14:00:00-00:00,2022-09-06,7,0,2C559EQ2_7_N001,2C559EQ2_7_N001,2C559EQ2_7_N001,DAM,MCL,LMP_LOSS_PRC,2C559EQ2_7_N001,ALL,1,-3.35576,29
2022-09-06T13:00:00-00:00,2022-09-06T14:00:00-00:00,2022-09-06,7,0,2C559EQ2_7_N001,2C559EQ2_7_N001,2C559EQ2_7_N001,DAM,MGHG,LMP_GHG_PRC,2C559EQ2_7_N001,ALL,1,0.0,30
2022-09-06T14:00:00-00:00,2022-09-06T15:00:00-00:00,2022-09-06,8,0,2C559EQ2_7_N001,2C559EQ2_7_N001,2C559EQ2_7_N001,DAM,LMP,LMP_PRC,2C559EQ2_7_N001,ALL,1,114.46992,26
2022-09-06T14:00:00-00:00,2022-09-06T15:00:00-00:00,2022-09-06,8,0,2C559EQ2_7_N001,2C559EQ2_7_N001,2C559EQ2_7_N001,DAM,MCC,LMP_CONG_PRC,2C559EQ2_7_N001,ALL,1,0.0,27
2022-09-06T14:00:00-00:00,2022-09-06T15:00:00-00:00,2022-09-06,8,0,2C559EQ2_7_N001,2C559EQ2_7_N001,2C559EQ2_7_N001,DAM,MCE,LMP_ENE_PRC,2C559EQ2_7_N001,ALL,1,120.36795,28
2022-09-06T14:00:00-00:00,2022-09-06T15:00:00-00:00,2022-09-06,8,0,2C559EQ2_7_N001,2C559EQ2_7_N001,2C559EQ2_7_N001,DAM,MCL,LMP_LOSS_PRC,2C559EQ2_7_N001,ALL,1,-5.89803,29
2022-09-06T14:00:00-00:00,2022-09-06T15:00:00-00:00,2022-09-06,8,0,2C559EQ2_7_N001,2C559EQ2_7_N001,2C559EQ2_7_N001,DAM,MGHG,LMP_GHG_PRC,2C559EQ2_7_N001,ALL,1,0.0,30
2022-09-06T15:00:00-00:00,2022-09-06T16:00:00-00:00,2022-09-06,9,0,2C559EQ2_7_N001,2C559EQ2_7_N001,2C559EQ2_7_N001,DAM,LMP,LMP_PRC,2C559EQ2_7_N001,ALL,1,92.36139,26
2022-09-06T15:00:00-00:00,2022-09-06T16:00:00-00:00,2022-09-06,9,0,2C559EQ2_7_N001,2C559EQ2_7_N001,2C559EQ2_7_N001,DAM,MCC,LMP_CONG_PRC,2C559EQ2_7_N001,ALL,1,0.0,27
2022-09-06T15:00:00-00:00,2022-09-06T16:00:00-00:00,2022-09-06,9,0,2C559EQ2_7_N001,2C559EQ2_7_N001,2C559EQ2_7_N001,DAM,MCE,LMP_ENE_PRC,2C559EQ2_7_N001,ALL,1,100.32738,28
2022-09-06T15:00:00-00:00,2022-09-06T16:00:00-00:00,2022-09-06,9,0,2C559EQ2_7_N001,2C559EQ2_7_N001,2C559EQ2_7_N001,DAM,MCL,LMP_LOSS_PRC,2C559EQ2_7_N001,ALL,1,-7.96599,29
2022-09-06T15:00:00-00:00,2022-09-06T16:00:00-00:00,2022-09-06,9,0,2C559EQ2_7_N001,2C559EQ2_7_N001,2C559EQ2_7_N001,DAM,MGHG,LMP_GHG_PRC,2C559EQ2_7_N001,ALL,1,0.0,30
2022-09-06T16:00:00-00:00,2022-09-06T17:00:00-00:00,2022-09-06,10,0,2C559EQ2_7_N001,2C559EQ2_7_N001,2C559EQ2_7_N001,DAM,LMP,LMP_PRC,2C559EQ2_7_N001,ALL,1,96.06792,26
2022-09-06T16:00:00-00:00,2022-09-06T17:00:00-00:00,2022-09-06,10,0,2C559EQ2_7_N001,2C559EQ2_7_N001,2C559EQ2_7_N001,DAM,MCC,LMP_CONG_PRC,2C559EQ2_7_N001,ALL,1,0.0,27
2022-09-06T16:00:00-00:00,2022-09-06T17:00:00-00:00,2022-09-06,10,0,2C559EQ2_7_N001,2C559EQ2_7_N001,2C559EQ2_7_N001,DAM,MCE,LMP_ENE_PRC,2C559EQ2_7_N001,ALL,1,105.91832,28
2022-09-06T16:00:00-00:00,2022-09-06T17:00:00-00:00,2022-09-06,10,0,2C559EQ2_7_N001,2C559EQ2_7_N001,2C559EQ2_7_N001,DAM,MCL,LMP_LOSS_PRC,2C559EQ2_7_N001,ALL,1,-9.8504,29
2022-09-06T16:00:00-00:00,2022-09-06T17:00:00-00:00,2022-09-06,10,0,2C559EQ2_7_N001,2C559EQ2_7_N001,2C559EQ2_7_N001,DAM,MGHG,LMP_GHG_PRC,2C559EQ2_7_N001,ALL,1,0.0,30
2022-09-06T17:00:00-00:00,2022-09-06T18:00:00-00:00,2022-09-06,11,0,2C559EQ2_7_N001,2C559EQ2_7_N001,2C559EQ2_7_N001,DAM,LMP,LMP_PRC,2C559EQ2_7_N001,ALL,1,106.69669,26
2022-09-06T17:00:00-00:00,2022-09-06T18:00:00-00:00,2022-09-06,11,0,2C559EQ2_7_N001,2C559EQ2_7_N001,2C559EQ2_7_N001,DAM,MCC,LMP_CONG_PRC,2C559EQ2_7_N001,ALL,1,0.0,27
2022-09-06T17:00:00-00:00,2022-09-06T18:00:00-00:00,2022-09-06,11,0,2C559EQ2_7_N001,2C559EQ2_7_N001,2C559EQ2_7_N001,DAM,MCE,LMP_ENE_PRC,2C559EQ2_7_N001,ALL,1,118.1057,28
2022-09-06T17:00:00-00:00,2022-09-06T18:00:00-00:00,2022-09-06,11,0,2C559EQ2_7_N001,2C559EQ2_7_N001,2C559EQ2_7_N001,DAM,MCL,LMP_LOSS_PRC,2C559EQ2_7_N001,ALL,1,-11.40901,29
2022-09-06T17:00:00-00:00,2022-09-06T18:00:00-00:00,2022-09-06,11,0,2C559EQ2_7_N001,2C559EQ2_7_N001,2C559EQ2_7_N001,DAM,MGHG,LMP_GHG_PRC,2C559EQ2_7_N001,ALL,1,0.0,30
2022-09-06T18:00:00-00:00,2022-09-06T19:00:00-00:00,2022-09-06,12,0,2C559EQ2_7_N001,2C559EQ2_7_N001,2C559EQ2_7_N001,DAM,LMP,LMP_PRC,2C559EQ2_7_N001,ALL,1,113.51784,26
2022-09-06T18:00:00-00:00,2022-09-06T19:00:00-00:00,2022-09-06,12,0,2C559EQ2_7_N001,2C559EQ2_7_N001,2C559EQ2_7_N001,DAM,MCC,LMP_CONG_PRC,2C559EQ2_7_N001,ALL,1,0.0,27
2022-09-06T18:00:00-00:00,2022-09-06T19:00:00-00:00,2022-09-06,12,0,2C559EQ2_7_N001,2C559EQ2_7_N001,2C559EQ2_7_N001,DAM,MCE,LMP_ENE_PRC,2C559EQ2_7_N001,ALL,1,125.93503,28
2022-09-06T18:00:00-00:00,2022-09-06T19:00:00-00:00,2022-09-06,12,0,2C559EQ2_7_N001,2C559EQ2_7_N001,2C559EQ2_7_N001,DAM,MCL,LMP_LOSS_PRC,2C559EQ2_7_N001,ALL,1,-12.41719,29
2022-09-06T18:00:00-00:00,2022-09-06T19:00:00-00:00,2022-09-06,12,0,2C559EQ2_7_N001,2C559EQ2_7_N001,2C559EQ2_7_N001,DAM,MGHG,LMP_GHG_PRC,2C559EQ2_7_N001,ALL,1,0.0,30
2022-09-06T19:00:00-00:00,2022-09-06T20:00:00-00:00,2022-09-06,13,0,2C559EQ2_7_N001,2C559EQ2_7_N001,2C559EQ2_7_N001,DAM,LMP,LMP_PRC,2C559EQ2_7_N001,ALL,1,138.85406,26
2022-09-06T19:00:00-00:00,2022-09-06T20:00:00-00:00,2022-09-06,13,0,2C559EQ2_7_N001,2C559EQ2_7_N001,2C559EQ2_7_N001,DAM,MCC,LMP_CONG_PRC,2C559EQ2_7_N001,ALL,1,0.0,27
2022-09-06T19:00:00-00:00,2022-09-06T20:00:00-00:00,2022-09-06,13,0,2C559EQ2_7_N001,2C559EQ2_7_N001,2C559EQ2_7_N001,DAM,MCE,LMP_ENE_PRC,2C559EQ2_7_N001,ALL,1,154.31657,28
2022-09-06T19:00:00-00:00,2022-09-06T20:00:00-00:00,2022-09-06,13,0,2C559EQ2_7_N001,2C559EQ2_7_N001,2C559EQ2_7_N001,DAM,MCL,LMP_LOSS_PRC,2C559EQ2_7_N001,ALL,1,-15.46252,29
2022-09-06T19:00:00-00:00,2022-09-06T20:00:00-00:00,2022-09-06,13,0,2C559EQ2_7_N001,2C559EQ2_7_N001,2C559EQ2_7_N001,DAM,MGHG,LMP_GHG_PRC,2C559EQ2_7_N001,ALL,1,0.0,30
2022-09-06T20:00:00-00:00,2022-09-06T21:00:00-00:00,2022-09-06,14,0,2C559EQ2_7_N001,2C559EQ2_7_N001,2C559EQ2_7_N001,DAM,LMP,LMP_PRC,2C559EQ2_7_N001,ALL,1,163.81078,26
2022-09-06T20:00:00-00:00,2022-09-06T21:00:00-00:00,2022-09-06,14,0,2C559EQ2_7_N001,2C559EQ2_7_N001,2C559EQ2_7_N001,DAM,MCC,LMP_CONG_PRC,2C559EQ2_7_N001,ALL,1,0.0,27
2022-09-06T20:00:00-00:00,2022-09-06T21:00:00-00:00,2022-09-06,14,0,2C559EQ2_7_N001,2C559EQ2_7_N001,2C559EQ2_7_N001,DAM,MCE,LMP_ENE_PRC,2C559EQ2_7_N001,ALL,1,179.95251,28
2022-09-06T20:00:00-00:00,2022-09-06T21:00:00-00:00,2022-09-06,14,0,2C559EQ2_7_N001,2C559EQ2_7_N001,2C559EQ2_7_N001,DAM,MCL,LMP_LOSS_PRC,2C559EQ2_7_N001,ALL,1,-16.14174,29
2022-09-06T20:00:00-00:00,2022-09-06T21:00:00-00:00,2022-09-06,14,0,2C559EQ2_7_N001,2C559EQ2_7_N001,2C559EQ2_7_N001,DAM,MGHG,LMP_GHG_PRC,2C559EQ2_7_N001,ALL,1,0.0,30
2022-09-06T21:00:00-00:00,2022-09-06T22:00:00-00:00,2022-09-06,15,0,2C559EQ2_7_N001,2C559EQ2_7_N001,2C559EQ2_7_N001,DAM,LMP,LMP_PRC,2C559EQ2_7_N001,ALL,1,180.89915,26
2022-09-06T21:00:00-00:00,2022-09-06T22:00:00-00:00,2022-09-06,15,0,2C559EQ2_7_N001,2C559EQ2_7_N001,2C559EQ2_7_N001,DAM,MCC,LMP_CONG_PRC,2C559EQ2_7_N001,ALL,1,0.0,27
2022-09-06T21:00:00-00:00,2022-09-06T22:00:00-00:00,2022-09-06,15,0,2C559EQ2_7_N001,2C559EQ2_7_N001,2C559EQ2_7_N001,DAM,MCE,LMP_ENE_PRC,2C559EQ2_7_N001,ALL,1,199.57983,28
2022-09-06T21:00:00-00:00,2022-09-06T22:00:00-00:00,2022-09-06,15,0,2C559EQ2_7_N001,2C559EQ2_7_N001,2C559EQ2_7_N001,DAM,MCL,LMP_LOSS_PRC,2C559EQ2_7_N001,ALL,1,-18.68067,29
2022-09-06T21:00:00-00:00,2022-09-06T22:00:00-00:00,2022-09-06,15,0,2C559EQ2_7_N001,2C559EQ2_7_N001,2C559EQ2_7_N001,DAM,MGHG,LMP_GHG_PRC,2C559EQ2_7_N001,ALL,1,0.0,30
2022-09-06T22:00:00-00:00,2022-09-06T23:00:00-00:00,2022-09-06,16,0,2C559EQ2_7_N001,2C559EQ2_7_N001,2C559EQ2_7_N001,DAM,LMP,LMP_PRC,2C559EQ2_7_N001,ALL,1,282.20825,26
2022-09-06T22:00:00-00:00,2022-09-06T23:00:00-00:00,2022-09-06,16,0,2C559EQ2_7_N001,2C559EQ2_7_N001,2C559EQ2_7_N001,DAM,MCC,LMP_CONG_PRC,2C559EQ2_7_N001,ALL,1,0.0,27
2022-09-06T22:00:00-00:00,2022-09-06T23:00:00-00:00,2022-09-06,16,0,2C559EQ2_7_N001,2C559EQ2_7_N001,2C559EQ2_7_N001,DAM,MCE,LMP_ENE_PRC,2C559EQ2_7_N001,ALL,1,308.28955,28
2022-09-06T22:00:00-00:00,2022-09-06T23:00:00-00:00,2022-09-06,16,0,2C559EQ2_7_N001,2C559EQ2_7_N001,2C559EQ2_7_N001,DAM,MCL,LMP_LOSS_PRC,2C559EQ2_7_N001,ALL,1,-26.08129,29
2022-09-06T22:00:00-00:00,2022-09-06T23:00:00-00:00,2022-09-06,16,0,2C559EQ2_7_N001,2C559EQ2_7_N001,2C559EQ2_7_N001,DAM,MGHG,LMP_GHG_PRC,2C559EQ2_7_N001,ALL,1,0.0,30
2022-09-06T23:00:00-00:00,2022-09-07T00:00:00-00:00,2022-09-06,17,0,2C559EQ2_7_N001,2C559EQ2_7_N001,2C559EQ2_7_N001,DAM,LMP,LMP_PRC,2C559EQ2_7_N001,ALL,1,391.49667,26
2022-09-06T23:00:00-00:00,2022-09-07T00:00:00-00:00,2022-09-06,17,0,2C559EQ2_7_N001,2C559EQ2_7_N001,2C559EQ2_7_N001,DAM,MCC,LMP_CONG_PRC,2C559EQ2_7_N001,ALL,1,0.0,27
2022-09-06T23:00:00-00:00,2022-09-07T00:00:00-00:00,2022-09-06,17,0,2C559EQ2_7_N001,2C559EQ2_7_N001,2C559EQ2_7_N001,DAM,MCE,LMP_ENE_PRC,2C559EQ2_7_N001,ALL,1,426.0029,28
2022-09-06T23:00:00-00:00,2022-09-07T00:00:00-00:00,2022-09-06,17,0,2C559EQ2_7_N001,2C559EQ2_7_N001,2C559EQ2_7_N001,DAM,MCL,LMP_LOSS_PRC,2C559EQ2_7_N001,ALL,1,-34.50623,29
2022-09-06T23:00:00-00:00,2022-09-07T00:00:00-00:00,2022-09-06,17,0,2C559EQ2_7_N001,2C559EQ2_7_N001,2C559EQ2_7_N001,DAM,MGHG,LMP_GHG_PRC,2C559EQ2_7_N001,ALL,1,0.0,30
2022-09-07T00:00:00-00:00,2022-09-07T01:00:00-00:00,2022-09-06,18,0,2C559EQ2_7_N001,2C559EQ2_7_N001,2C559EQ2_7_N001,DAM,LMP,LMP_PRC,2C559EQ2_7_N001,ALL,1,913.5062,26
2022-09-07T00:00:00-00:00,2022-09-07T01:00:00-00:00,2022-09-06,18,0,2C559EQ2_7_N001,2C559EQ2_7_N001,2C559EQ2_7_N001,DAM,MCC,LMP_CONG_PRC,2C559EQ2_7_N001,ALL,1,0.0,27
2022-09-07T00:00:00-00:00,2022-09-07T01:00:00-00:00,2022-09-06,18,0,2C559EQ2_7_N001,2C559EQ2_7_N001,2C559EQ2_7_N001,DAM,MCE,LMP_ENE_PRC,2C559EQ2_7_N001,ALL,1,978.582,28
2022-09-07T00:00:00-00:00,2022-09-07T01:00:00-00:00,2022-09-06,18,0,2C559EQ2_7_N001,2C559EQ2_7_N001,2C559EQ2_7_N001,DAM,MCL,LMP_LOSS_PRC,2C559EQ2_7_N001,ALL,1,-65.0757,29
2022-09-07T00:00:00-00:00,2022-09-07T01:00:00-00:00,2022-09-06,18,0,2C559EQ2_7_N001,2C559EQ2_7_N001,2C559EQ2_7_N001,DAM,MGHG,LMP_GHG_PRC,2C559EQ2_7_N001,ALL,1,0.0,30
2022-09-07T01:00:00-00:00,2022-09-07T02:00:00-00:00,2022-09-06,19,0,2C559EQ2_7_N001,2C559EQ2_7_N001,2C559EQ2_7_N001,DAM,LMP,LMP_PRC,2C559EQ2_7_N001,ALL,1,1190.4062,26
2022-09-07T01:00:00-00:00,2022-09-07T02:00:00-00:00,2022-09-06,19,0,2C559EQ2_7_N001,2C559EQ2_7_N001,2C559EQ2_7_N001,DAM,MCC,LMP_CONG_PRC,2C559EQ2_7_N001,ALL,1,0.0,27
2022-09-07T01:00:00-00:00,2022-09-07T02:00:00-00:00,2022-09-06,19,0,2C559EQ2_7_N001,2C559EQ2_7_N001,2C559EQ2_7_N001,DAM,MCE,LMP_ENE_PRC,2C559EQ2_7_N001,ALL,1,1233.0706,28
2022-09-07T01:00:00-00:00,2022-09-07T02:00:00-00:00,2022-09-06,19,0,2C559EQ2_7_N001,2C559EQ2_7_N001,2C559EQ2_7_N001,DAM,MCL,LMP_LOSS_PRC,2C559EQ2_7_N001,ALL,1,-42.66424,29
2022-09-07T01:00:00-00:00,2022-09-07T02:00:00-00:00,2022-09-06,19,0,2C559EQ2_7_N001,2C559EQ2_7_N001,2C559EQ2_7_N001,DAM,MGHG,LMP_GHG_PRC,2C559EQ2_7_N001,ALL,1,0.0,30
2022-09-07T02:00:00-00:00,2022-09-07T03:00:00-00:00,2022-09-06,20,0,2C559EQ2_7_N001,2C559EQ2_7_N001,2C559EQ2_7_N001,DAM,LMP,LMP_PRC,2C559EQ2_7_N001,ALL,1,1106.7015,26
2022-09-07T02:00:00-00:00,2022-09-07T03:00:00-00:00,2022-09-06,20,0,2C559EQ2_7_N001,2C559EQ2_7_N001,2C559EQ2_7_N001,DAM,MCC,LMP_CONG_PRC,2C559EQ2_7_N001,ALL,1,0.0,27
2022-09-07T02:00:00-00:00,2022-09-07T03:00:00-00:00,2022-09-06,20,0,2C559EQ2_7_N001,2C559EQ2_7_N001,2C559EQ2_7_N001,DAM,MCE,LMP_ENE_PRC,2C559EQ2_7_N001,ALL,1,1126.9873,28
2022-09-07T02:00:00-00:00,2022-09-07T03:00:00-00:00,2022-09-06,20,0,2C559EQ2_7_N001,2C559EQ2_7_N001,2C559EQ2_7_N001,DAM,MCL,LMP_LOSS_PRC,2C559EQ2_7_N001,ALL,1,-20.28577,29
2022-09-07T02:00:00-00:00,2022-09-07T03:00:00-00:00,2022-09-06,20,0,2C559EQ2_7_N001,2C559EQ2_7_N001,2C559EQ2_7_N001,DAM,MGHG,LMP_GHG_PRC,2C559EQ2_7_N001,ALL,1,0.0,30
2022-09-07T03:00:00-00:00,2022-09-07T04:00:00-00:00,2022-09-06,21,0,2C559EQ2_7_N001,2C559EQ2_7_N001,2C559EQ2_7_N001,DAM,LMP,LMP_PRC,2C559EQ2_7_N001,ALL,1,771.2052,26
2022-09-07T03:00:00-00:00,2022-09-07T04:00:00-00:00,2022-09-06,21,0,2C559EQ2_7_N001,2C559EQ2_7_N001,2C559EQ2_7_N001,DAM,MCC,LMP_CONG_PRC,2C559EQ2_7_N001,ALL,1,0.0,27
2022-09-07T03:00:00-00:00,2022-09-07T04:00:00-00:00,2022-09-06,21,0,2C559EQ2_7_N001,2C559EQ2_7_N001,2C559EQ2_7_N001,DAM,MCE,LMP_ENE_PRC,2C559EQ2_7_N001,ALL,1,782.39343,28
2022-09-07T03:00:00-00:00,2022-09-07T04:00:00-00:00,2022-09-06,21,0,2C559EQ2_7_N001,2C559EQ2_7_N001,2C559EQ2_7_N001,DAM,MCL,LMP_LOSS_PRC,2C559EQ2_7_N001,ALL,1,-11.18823,29
2022-09-07T03:00:00-00:00,2022-09-07T04:00:00-00:00,2022-09-06,21,0,2C559EQ2_7_N001,2C559EQ2_7_N001,2C559EQ2_7_N001,DAM,MGHG,LMP_GHG_PRC,2C559EQ2_7_N001,ALL,1,0.0,30
2022-09-07T04:00:00-00:00,2022-09-07T05:00:00-00:00,2022-09-06,22,0,2C559EQ2_7_N001,2C559EQ2_7_N001,2C559EQ2_7_N001,DAM,LMP,LMP_PRC,2C559EQ2_7_N001,ALL,1,235.50674,26
2022-09-07T04:00:00-00:00,2022-09-07T05:00:00-00:00,2022-09-06,22,0,2C559EQ2_7_N001,2C559EQ2_7_N001,2C559EQ2_7_N001,DAM,MCC,LMP_CONG_PRC,2C559EQ2_7_N001,ALL,1,0.0,27
2022-09-07T04:00:00-00:00,2022-09-07T05:00:00-00:00,2022-09-06,22,0,2C559EQ2_7_N001,2C559EQ2_7_N001,2C559EQ2_7_N001,DAM,MCE,LMP_ENE_PRC,2C559EQ2_7_N001,ALL,1,241.07559,28
2022-09-07T04:00:00-00:00,2022-09-07T05:00:00-00:00,2022-09-06,22,0,2C559EQ2_7_N001,2C559EQ2_7_N001,2C559EQ2_7_N001,DAM,MCL,LMP_LOSS_PRC,2C559EQ2_7_N001,ALL,1,-5.56885,29
2022-09-07T04:00:00-00:00,2022-09-07T05:00:00-00:00,2022-09-06,22,0,2C559EQ2_7_N001,2C559EQ2_7_N001,2C559EQ2_7_N001,DAM,MGHG,LMP_GHG_PRC,2C559EQ2_7_N001,ALL,1,0.0,30
2022-09-07T05:00:00-00:00,2022-09-07T06:00:00-00:00,2022-09-06,23,0,2C559EQ2_7_N001,2C559EQ2_7_N001,2C559EQ2_7_N001,DAM,LMP,LMP_PRC,2C559EQ2_7_N001,ALL,1,178.86676,26
2022-09-07T05:00:00-00:00,2022-09-07T06:00:00-00:00,2022-09-06,23,0,2C559EQ2_7_N001,2C559EQ2_7_N001,2C559EQ2_7_N001,DAM,MCC,LMP_CONG_PRC,2C559EQ2_7_N001,ALL,1,0.0,27
2022-09-07T05:00:00-00:00,2022-09-07T06:00:00-00:00,2022-09-06,23,0,2C559EQ2_7_N001,2C559EQ2_7_N001,2C559EQ2_7_N001,DAM,MCE,LMP_ENE_PRC,2C559EQ2_7_N001,ALL,1,183.69801,28
